ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,author,url,typedby,checkedby,notes,source
574,Maringe (Leleghia),chek1238,,mrn,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=574,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
576,Sa'a (A'ulu Village),saaa1240,,apb,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=576,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
580,Blablanga,blab1237,,blp,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=580,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
584,Arosi (Tawatana Village),aros1241,,aia,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=584,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
585,'Are'are (Ma'asupa Village),area1240,,alu,,,,,Tryon & Hackman (1983),https://abvd.shh.mpg.de/austronesian/language.php?id=585,Michael Dunn,,"Tryon, D.T. & Hackman, B. (1983) Solomon Islands languages: an internal classification.",85830
589,Manihiki,raka1237,,rkh,,,,,"Ross Clark, Mary Salisbury",https://abvd.shh.mpg.de/austronesian/language.php?id=589,Simon Greenhill,,,Clark-589-2008
639,Hiw,hiww1237,,hiw,,,,,Dr Alex François,https://abvd.shh.mpg.de/austronesian/language.php?id=639,Alexandre François,,,Francois-639-2009
641,Apma (Suru Mwerani),apma1240,,app,,,,,Andrew Gray,https://abvd.shh.mpg.de/austronesian/language.php?id=641,Andrew Gray,,"Apma has three dialects. This list is in Suru Mwerani, the most widely-spoken.

This is extracted from Bongmehee, an Apma-Bislama-English dictionary, by Andrew Gray & Pascal Temwakon. Based on earlier work by Cindy Schneider.
 ""ng"" represents velar nasal, ""bw"" and ""mw"" labiovelarised consonants.
""ts"" is written and pronounced ""j"" by some.
Verbs beginning with v and w change this to b and bw in imperfective aspect (present tense).",Gray-641-2009
643,Sa (south-eastern dialect),saaa1241,,sax,,,,,Andrew Gray,https://abvd.shh.mpg.de/austronesian/language.php?id=643,Andrew Gray,Simon Greenhill,"Sa has several dialects. This is the south-eastern dialect, spoken in Ranwas, and (with lengthening of certain vowels) in Poinkros and Wanur.",Gray-643-2009
644,Sowa,sowa1244,,sww,,,,,Andrew Gray,https://abvd.shh.mpg.de/austronesian/language.php?id=644,Andrew Gray,Simon Greenhill,Sowa language is extinct; the last fluent speaker died in 2000.,Gray-644-2009
645,Ske (Seke),seke1241,,ske,,,,,Andrew Gray,https://abvd.shh.mpg.de/austronesian/language.php?id=645,Andrew Gray,Simon Greenhill,"""ng"" represents velar nasal  (changed to /ŋ/ by Alex Francois, 2015-05-13); ""bw"", ""mw"" and ""vw"" labiovelarised consonants.",Gray-645-2009
646,Muyuw,muyu1244,,myw,,,,,"Lithgow, David and Daphne Lithgow, compilers. 2007. Muyuw-English dictionary. [Manuscript] 69 p. http://www.sil.org/pacific/png/abstract.asp?id=49233",https://abvd.shh.mpg.de/austronesian/language.php?id=646,Ger Reesink,Simon Greenhill,,303286
647,Halia (Selau),hali1244,,hla,,,,,"Malcolm Ross, Helen Tapune, Josephine Wapiu",https://abvd.shh.mpg.de/austronesian/language.php?id=647,Simon Greenhill,,,Ross-647-2009
651,Tawala,tawa1275,,tbo,,,,,"Textfile for Tawala Dictionary, by Brian Ezard; provided by Malcolm Ross (Nov 3, 2009)",https://abvd.shh.mpg.de/austronesian/language.php?id=651,Ger Reesink,Simon Greenhill,,Ezard2009
659,Niuafo'ou,niua1240,,num,,,,,Dye (1980),https://abvd.shh.mpg.de/austronesian/language.php?id=659,Simon Greenhill,,"Dye, TS (1980). The Linguistic Position Of Niuafo'ou. Journal of the Polynesian Society, 89, 349-358.",dye1980a
669,Nimoa,nimo1246,,nmw,,,,,Henderson and Henderson 1974,https://abvd.shh.mpg.de/austronesian/language.php?id=669,Ger Reesink,Simon Greenhill,Jim Henderson & Ann Henderson (1974) Languages of the Louisiades Archipelago and environs. WPNG Languages. SIL,135521
696,Lemerig,leme1238,,lrz,,,,,Alexandre François,https://abvd.shh.mpg.de/austronesian/language.php?id=696,Alexandre François,,"This language is spoken on Vanua Lava (Vanuatu, Banks) and has only two speakers left. 

New iso code = lrz;  but not yet in Ethnologue.

The data here are based on my field notes with one of these speakers.
http://alex.francois.free.fr/AF-field.htm#Vanuatu

Transcriptions are in IPA. Possessed (inalienable) nouns are here given in 3sg form (-n suffix)
As usual, I provide you with the etymology when I know it for sure.  
This etymology is sometimes at POc level, sometimes at a higher or lower level in the AN tree. 
When it is a local etymology (north Vanuatu) I indicate this with 2 stars.",Francois-696-2010
753,Nanumea,nort2844,,tvl,,,,,Peter Ranby,https://abvd.shh.mpg.de/austronesian/language.php?id=753,Andrew Hsiu,,"Ranby, Peter. 1980. A Nanumea Lexicon. Canberra: Dept. of Linguistics, Research School of Pacific Studies, Australian National University.

Nanumea is spoken on the northernmost island of Tuvalu.",29903
794,Pingilapese,ping1243,,pif,,,,,"Elaine M. Good, Weldis Welley",https://abvd.shh.mpg.de/austronesian/language.php?id=794,Andrew Hsiu,,"Good, Elaine M. and Weldis Welley. 1989. ""A preliminary grammar sketch, text, and vocabulary of Pingilapese."" In Good & Welley (1989). Papers in Kosraean and Ponapeic. Canberra: Pacific Linguistics.",21249
798,"Daa kaka (West Ambrym, Vanuatu)",daka1243,,bpa,,,,,Kilu von Prince,https://abvd.shh.mpg.de/austronesian/language.php?id=798,Kilu Von Prince,,The data come from my own documentation work on Ambrym,Prince-798-2011
858,Piva,lawu1237,,tgi,,,,,PC Lincoln,https://abvd.shh.mpg.de/austronesian/language.php?id=858,Piet Lincoln,,"v [bilabial]
[r] [l] = /r/
[glottal stop] /'/
morphological analysis incomplete",Lincoln-858-2011
923,Mortlockese (Lukunosh),mort1237,,mrl,,,,,Emerson Odango (fieldnotes),https://abvd.shh.mpg.de/austronesian/language.php?id=923,Emerson Odango,,"based on fieldnotes 2006-current
data entered in IPA
inalienable nouns given with base vowel
verbs given in transitive form (3sg.obj)",Odango-923-2012
995,Papitalai,papi1254,,pat,,,,,Jessica Cleary-Kemp,https://abvd.shh.mpg.de/austronesian/language.php?id=995,Jessica Cleary-Kemp,,"This is data from the Papitalai dialect of the Koro language, which is listed as a separate language in Ethnologue (pat). 

<br> = bilabial trill
<ch> = postalveolar affricate
<ng> = ŋ
<j> = postalveolar affricate or palatal stop",Cleary-Kemp-995-2013
1000,Lelepa,lele1267,,lpa,,,,,Sébastien Lacrampe,https://abvd.shh.mpg.de/austronesian/language.php?id=1000,Sébastien Lacrampe,,"m̃ is a labial velar nasal, p̃ is a labial velar stop.",Lacrampe-1000-2014
1006,Roria,rori1237,,rga,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1006,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1007,Bierebo (Yevali),bier1244,,bnk,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1007,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1009,Mpotovoro,mpot1241,,mvt,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1009,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1010,Akei (Penantsiro),akei1237,,tsr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1010,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1011,Tutuba,tutu1241,,tmi,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1011,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1015,Vunapu,vuna1239,,vnp,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1015,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1019,Lakona,lako1245,,lkn,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1019,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1026,Lonwolwol,lonw1238,,crc,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1026,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1027,Tangoa,tang1347,,tgp,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1027,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1031,Bieria (Vowa),bier1246,,brj,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1031,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1032,Koro,koro1308,,krf,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1032,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1033,Baki,baki1244,,bki,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1033,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1034,Larevat,lare1249,,lrv,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1034,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1036,Piamatsina,piam1242,,ptr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1036,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1042,Amblong,ambl1237,,alm,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1042,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1048,Malo (North),malo1243,,mla,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1048,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1049,Lorediakarkar,lore1244,,lnn,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1049,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1056,Narango (Nambel),nara1263,,nrg,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1056,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1065,Vurës (Mosina),vure1239,,msn,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1065,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1068,Aore,aore1237,,aor,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1068,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1072,Wusi (Valui),wusi1237,,wsi,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1072,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1075,Maii,maii1238,,mmm,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1075,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1077,Vera'a (Vatrata),vera1241,,vra,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1077,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1080,"Maewo, Central (Peterara)",cent2058,,mwo,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1080,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1083,"Tanna, North",nort2847,,tnn,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1083,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1084,Tambotalo,tamb1253,,tls,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1084,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1086,Marino,mari1426,,mrb,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1086,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1088,Eton,eton1255,,etn,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1088,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1100,Butmas-Tur (Butmas),butm1237,,bnr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1100,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1101,Morouas,moro1286,,mrp,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1101,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1103,Lamenu (Nul),lewo1242,,lww,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1103,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1107,Lamenu,lame1260,,lmu,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1107,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1108,Tasmate,tasm1246,,tmt,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1108,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1111,Mwerlap (Merlav),merl1237,,mrm,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1111,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1113,Navut (Matae),navu1237,,nsw,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1113,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1114,Wailapa,wail1242,,wlr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1114,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1116,"Ambae, East (Wailengi)",east2443,,omb,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1116,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1117,Tiale,tial1239,,mnl,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1117,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1123,Löyöp,leha1244,,urr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1123,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1125,Mafea,mafe1237,,mkv,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1125,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1128,Port Vato,port1286,,ptv,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1128,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1131,"Ambrym, North (Fonah)",nort2839,,mmg,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1131,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1134,Wetamut,weta1242,,wwo,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1134,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1138,Valpei,valp1237,,vlp,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1138,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1139,Whitesands (Iarkei),whit1269,,tnp,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1139,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1144,"Ambae, West (Ngwatua)",west2513,,nnd,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1144,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1145,Baetora (Navenevene),baet1237,,btr,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1145,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1151,Polonombauk,polo1242,,plb,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1151,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1152,Tolomako,tolo1255,,tlm,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1152,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1153,Toga,loto1240,,lht,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1153,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1166,Nokuku,noku1237,,nkk,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1166,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1167,Fortsenal,fort1240,,frt,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1167,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1168,Lehali,leha1243,,tql,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1168,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1169,V'ënen Taut (Leviamp),bign1238,,nmb,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1169,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1172,Nume,nume1241,,tgs,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1172,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1174,Shark Bay,shar1244,,ssv,,,,,Tryon (1976),https://abvd.shh.mpg.de/austronesian/language.php?id=1174,Kirsty Maurits,,"Tryon, DT. 1976. New Hebrides Languages: An internal classification. Canberra: Pacific Linguistics.",52375
1180,Ulithian,ulit1238,,uli,,,,,Mellen and Hancock (2010),https://abvd.shh.mpg.de/austronesian/language.php?id=1180,Kirsty Maurits,,"Mellen, N. & Hancock, J. (2010) Ulithian-English Dictionary",mellen2010a
1188,Houaïlou,ajie1238,,aji,,,,,Leenhardt (1935),https://abvd.shh.mpg.de/austronesian/language.php?id=1188,Kirsty Maurits,Simon Greenhill,"Leenhardt, M. 1935. Vocabulaire et Grammaire de La Langue Houaïlou. Institut D'ethnologie. Paris",34363
1202,Bola,bola1250,,bnp,,,,,Brent Wiebe,https://abvd.shh.mpg.de/austronesian/language.php?id=1202,Malcolm Ross,Simon Greenhill,,Wiebe-1202-2015
1203,Bulu,bulu1253,,bjl,,,,,"Ross, M. Pers. Comm",https://abvd.shh.mpg.de/austronesian/language.php?id=1203,Saskia Lillepuu,,,Ross-1203-2015
1205,Meramera,mera1242,,mxm,,,,,Malcolm Ross,https://abvd.shh.mpg.de/austronesian/language.php?id=1205,Malcolm Ross,Simon Greenhill,,Ross-1205-2015
1212,Nukeria,nuku1259,,nur,,,,,"Davletshin, Albert. 2013. Fieldwork data.",https://abvd.shh.mpg.de/austronesian/language.php?id=1212,Albert Davletshin,,"Phononological segments: 
p (pp), v (vv), t (tt), k (kk), h/s (hh/ss), m (mm), n (nn), r/l (rr), i (ii), e (ee), a (aa), o (oo), u (uu).

Notes: 
    1. geminate consonants and vowels do not represent independent phonological segments, 
    2. s (ss) are considered borrowings from Takuu by native speakers, 
    3. singular and plural forms of verbs (s. and pl. below) are systematically contrasted, I give singular forms only and I give suppletive forms if found in my files.",Davletshin-1212-2015
1217,Ninde (Lawa),labo1244,,mwi,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1217,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1217-2015
1229,Na:ti (Windua),nati1244,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1229,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1229-2015
1230,Nombotkote (Usus - Melkin),lete1241,,nms,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1230,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1230-2015
1237,Nasarian (Wileven tu),nasa1240,,nvh,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1237,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1237-2015
1238,Angavae (Dixon Reef),dixo1238,,dix,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1238,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1238-2015
1244,Neverver (Lingarak - Sakan),ling1265,,lgk,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1244,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1244-2015
1246,Pangkumu (Datisman),rere1240,,pgk,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1246,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1246-2015
1247,Unua (Noferai),unua1237,,onu,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1247,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1247-2015
1251,Tesmbol (Usus),,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1251,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1251-2015
1254,Nitita (Khatbol),niti1249,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1254,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1254-2015
1285,Vao (Torono),vaoo1237,,vao,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1285,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1285-2016
1286,"Siviti (Beterbu, Jericho)",,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1286,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1286-2016
1288,Aulua (Netimb),aulu1238,,aul,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1288,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1288-2016
1292,Burmbar (Fartavo),burm1263,,vrt,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1292,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1292-2016
1293,Nisvai (Blacksands),nisv1234,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1293,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1293-2016
1309,ßatarxobu (Gunwar),,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1309,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1309-2016
1313,Najit,,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1313,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1313-2016
1314,Alavas-Wowo (Wowo 1),,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1314,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1314-2016
1316,Mbwenelang (Xoli),bwen1239,,,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1316,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1316-2016
1318,Malua Bay (Marasup),malu1245,,mll,,,,,Aviva Shimelman,https://abvd.shh.mpg.de/austronesian/language.php?id=1318,Aviva Shimelman,Aviva Shimelman,"Transcription -- broad -- done with standard IPA with the exception that [ᴅ] was represented as ""dʳ"".",Shimelman-1318-2016
